,player,matches,runs,hs,batting_avg,_100,wkts,bb_inn,bowling_avg,_5w,catches_taken,stumping_made,avg_diff,season
1335,BC Fortuin (SA),7,13,8,6.50,0,9,3/16,15.00,0,3,0,-8.49,2021
1336,Ghulam Ahmadi (GER),7,11,11*,-,,,,,,,,,
1337,Gurdeep Singh (KENYA),7,145,44,24.16,0,2,2/16,15.00,0,3,0,9.16,2021
1338,JO Holder (WI),7,38,20,19.00,0,6,4/26,16.50,0,1,0,2.50,2021
1339,IA Karim (KENYA),7,160,67,32.00,0,,,,,,,,
1340,L Karlsson (SWE),7,13,13,6.50,0,5,3/38,26.60,0,3,0,-20.09,2021
1341,OC McCoy (WI),7,2,1*,2.00,0,14,4/22,12.57,0,1,0,-10.57,2021
1342,Mohammad Hasnain (PAK),7,0,0*,-,,,,,,,,,
1343,D Muhumuza (UGA),7,9,4*,4.50,0,3,2/29,29.33,0,2,0,-24.83,2021
1344,S Nadigotla (ROM),7,134,55,33.50,0,,,,,,,,
1345,Naveed Ahmed (CZK-R),7,55,21,18.33,0,6,3/17,24.33,0,3,0,-5.99,2021
1346,L Ngidi (SA),7,0,0,0.00,0,8,3/32,28.62,0,1,0,-28.62,2021
1347,SO Ngoche (KENYA),7,77,41*,25.66,0,9,2/9,11.55,0,2,0,14.11,2021
1348,B Niaz (Belg),7,28,20*,9.33,0,8,4/8,9.87,0,1,0,-0.54,2021
1349,NM Odhiambo (KENYA),7,54,19,13.50,0,,,,,,,,
1350,A Otwani (UGA),7,45,21,7.50,0,,,,,,,,
1351,RN Patel (KENYA),7,108,26,21.60,0,,,,,,,,
1352,Rahel Khan (SWE),7,133,37,19.00,0,1,1/16,53.00,0,2,0,-33.99,2021
1353,Razmal Shigiwal (Aut),7,206,70,41.20,0,2,2/28,27.00,0,2,0,14.20,2021
1354,Sahel Zadran (Aut),7,11,8,11.00,0,6,2/12,32.50,0,2,0,-21.49,2021
1355,Sahir Naqash (GER),7,57,17*,19.00,0,8,2/19,19.87,0,3,0,-0.87,2021
1356,Shadab Khan (PAK),7,43,36*,21.50,0,5,3/52,27.40,0,4,0,-5.89,2021
1357,Shamim Hossain (BAN),7,72,31*,14.40,0,0,,,,,,,
1358,Sheraz Sheikh (Belg),7,48,19*,12.00,0,7,3/22,15.14,0,3,0,-3.14,2021
1359,Simi Singh (IRE),7,38,28*,12.66,0,7,2/19,23.28,0,3,0,-10.61,2021
1360,M Simpson-Parker (Aut),7,190,65*,31.66,0,1,1/8,18.00,0,2,0,13.66,2021
1361,H Srinivasan (GER),7,20,15*,10.00,0,,,,,,,,
1362,AJ Turner (AUS),7,51,24,10.20,0,1,1/16,40.00,0,1,0,-29.79,2021
1363,A Venkatesh (SWE),7,174,54,24.85,0,9,3/13,14.66,0,3,0,10.19,2021
1364,S Wickramasekara (CZK-R),7,97,58,19.40,0,3,1/9,40.33,0,1,0,-20.93,2021
1365,MR Adair (IRE),6,31,15*,10.33,0,15,4/23,11.13,0,3,0,-0.79,2021
1366,S Adedeji (NGA),6,190,68,31.66,0,3,1/16,27.33,0,4,0,4.33,2021
1367,VD Adewoye (NGA),6,29,12,4.83,0,1,1/12,12.00,0,1,0,-7.16,2021
1368,Aftab Kayani (ROM),6,22,20,11.00,0,9,2/6,11.22,0,2,0,-0.22,2021
1369,P Aho (NGA),6,82,44*,27.33,0,3,1/15,51.00,0,0,0,-23.66,2021
1370,Ali Waqar (CZK-R),6,23,15,7.66,0,2,1/19,76.00,0,2,0,-68.33,2021
1371,AJ Ayannaike (NGA),6,46,18,7.66,0,,,,,,,,
1372,JM Bairstow (ENG),6,93,51,18.60,0,,,,,,,,
1373,J Barker (LUX),6,61,36*,30.50,0,,,,,,,,
1374,A Dananjaya (SL),6,3,2*,-,,,,,,,,,
1375,Dipanjan Dey (SWE),6,138,75*,34.50,0,,,,,,,,
1376,GH Dockrell (IRE),6,77,33*,25.66,0,0,,,,,,,
1377,AJ Hosein (WI),6,2,2*,-,,,,,,,,,
1378,C Karunaratne (SL),6,69,24*,34.50,0,1,1/34,89.00,0,1,0,-54.49,2021
1379,PK Langat (KENYA),6,2,2*,-,,,,,,,,,
1380,Litton Das (BAN),6,65,33,13.00,0,,,,,,,,
1381,LS Livingstone (ENG),6,190,103,47.50,1,2,1/8,36.00,0,3,0,11.50,2021
1382,DJ Malan (ENG),6,120,76,20.00,0,,,,,,,,
1383,JN Malan (SA),6,131,55,21.83,0,,,,,,,,
1384,P Malav (LUX),6,0,0*,-,,,,,,,,,
1385,K Mendon (CZK-R),6,109,45*,27.25,0,0,,,,,,,
1386,Mohameed Taiwo (NGA),6,58,19*,29.00,0,0,,,,,,,
1387,A Nortje (SA),6,4,4*,4.00,0,6,2/29,22.50,0,1,0,-18.49,2021
1388,AA Obanda (KENYA),6,112,37,28.00,0,,,,,,,,
1389,NN Odhiambo (KENYA),6,9,8,4.50,0,5,3/22,21.00,0,1,0,-16.49,2021
1390,CN Onwuzulike (NGA),6,94,54,15.66,0,,,,,,,,
1391,Qudratullah Mir Afzail (SWE),6,24,13*,8.00,0,4,3/28,23.75,0,1,0,-15.74,2021
1392,EB Ringera (KENYA),6,10,8,3.33,0,3,1/23,43.66,0,1,0,-40.33,2021
1393,Sharjeel Khan (PAK),6,46,20,15.33,0,,,,,,,,
1394,Sohaib Maqsood (PAK),6,52,19,13.00,0,,,,,,,,
1395,MA Starc (AUS),6,46,14,23.00,0,4,2/33,50.50,0,2,0,-27.49,2021
1396,P Useni (NGA),6,7,7*,-,,,,,,,,,
1397,S Vashisht (ROM),6,1,1,0.50,0,5,4/22,26.20,0,4,0,-25.69,2021
1398,K Waiswa (UGA),6,51,33,12.75,0,3,2/41,24.66,0,1,0,-11.91,2021
1399,T Whiteman (LUX),6,143,55*,35.75,0,,,,,,,,
1400,LB Williams (SA),6,4,2*,-,,,,,,,,,
1401,CA Young (IRE),6,33,22,11.00,0,4,2/15,44.00,0,0,0,-32.99,2021
1402,Aasif Sheikh (NEP),5,154,54*,38.50,0,,,,,,,,
1403,KD Abeyrathna (NOR),5,58,30,11.60,0,,,,,,,,
1404,DS Airee (NEP),5,147,60,73.50,0,1,1/7,26.00,0,2,0,47.50,2021
1405,D Ajekun (NGA),5,63,22,12.60,0,,,,,,,,
1406,M Akayezu (RWN),5,97,51,24.25,0,4,2/17,36.50,0,0,0,-12.24,2021
1407,MK Anafie (GHA),5,42,21,14.00,0,6,2/32,17.16,0,1,0,-3.16,2021
1408,Ashiqullah Said (Belg),5,10,9,5.00,0,6,3/21,17.66,0,1,0,-12.66,2021
1409,SKA Awiah (GHA),5,24,22,8.00,0,3,2/26,22.33,0,2,0,-14.33,2021
1410,KS Bagabena (GHA),5,5,3*,5.00,0,6,3/27,17.16,0,4,0,-12.16,2021
1411,Bakhtiar Tahiri (BUL),5,158,49,39.50,0,4,3/13,16.50,0,1,0,23.00,2021
1412,G Bakiweyem (GHA),5,1,1,1.00,0,6,3/28,19.66,0,2,0,-18.66,2021
1413,R Bakum (GHA),5,69,63,13.80,0,,,,,,,,
1414,B Bhandari (NEP),5,15,8,15.00,0,,,,,,,,
1415,P Bhart (NOR),5,2,2,2.00,0,4,1/21,27.00,0,1,0,-24.99,2021
1416,K Bhurtel (NEP),5,278,77,69.50,0,,,,,,,,
1417,Bilal Hassun (UGA),5,1,1,0.50,0,7,4/17,14.42,0,1,0,-13.92,2021
1418,KD Karthik (IND),21,210,55,21.00,0,0,,,,,,,
1419,B Kumar (IND),20,5,2,1.66,0,27,5/4,16.92,1,1,0,-15.25,2022
1420,HH Pandya (IND),19,436,71*,36.33,0,12,4/33,33.16,0,4,0,3.16,2022
1421,KC D'Souza (BUL),17,405,92*,33.75,0,3,2/29,33.66,0,7,0,0.08,2022
1422,IA De Silva (BUL),17,390,59,24.37,0,,,,,,,,
1423,H Lakov (BUL),17,326,61,25.07,0,19,3/21,27.42,0,12,0,-2.34,2022
1424,P Mishra (BUL),17,306,55,18.00,0,12,2/17,43.41,0,2,0,-25.41,2022
1425,Razmal Shigiwal (Aut),17,486,95*,37.38,0,,,,,,,,
1426,SA Yadav (IND),17,575,117,35.93,1,,,,,,,,
1427,LM Jongwe (ZIM),16,118,35,14.75,0,15,2/16,22.40,0,2,0,-7.64,2022
1428,RR Pant (IND),16,251,44,22.81,0,,,,,,,,
1429,Sahel Zadran (Aut),16,36,19,7.20,0,14,5/13,18.92,1,7,0,-11.72,2022
1430,Sikandar Raza (ZIM),16,516,87,39.69,0,15,4/8,19.06,0,4,0,20.62,2022
1431,Abdullah Akbarjan (Aut),15,36,13,4.50,0,20,3/16,15.30,0,9,0,-10.79,2022
1432,A Ashokan (CZK-R),15,369,50*,36.90,0,11,3/32,28.27,0,5,0,8.62,2022
1433,YS Chahal (IND),15,,,,,,,,,,,,
1434,RW Chakabva (ZIM),15,227,31,16.21,0,,,,,,,,
1435,S Davizi (CZK-R),15,612,115*,51.00,2,1,1/25,59.00,0,8,0,-7.99,2022
1436,Dylan Steyn (CZK-R),15,465,106,31.00,1,,,,,,,,
1437,CR Ervine (ZIM),15,243,55*,17.35,0,,,,,,,,
1438,W Madhevere (ZIM),15,347,73*,26.69,0,7,2/15,20.00,0,5,0,6.69,2022
1439,Ritik Tomar (CZK-R),15,171,38,17.10,0,8,2/18,35.37,0,11,0,-18.27,2022
1440,Saim Hussain (BUL),15,492,108*,37.84,1,,,,,,,,
1441,M Simpson-Parker (Aut),15,134,41,13.40,0,,,,,,,,
1442,S Wickramasekara (CZK-R),15,279,63,23.25,0,13,5/15,20.76,1,2,0,2.48,2022
1443,Aqib Iqbal (Aut),14,141,42*,20.14,0,17,3/10,16.35,0,7,0,3.78,2022
1444,Mirza Ahsan (Aut),14,250,70*,20.83,0,,,,,,,,
1445,AR Patel (IND),14,75,20*,15.00,0,16,3/15,18.93,0,4,0,-3.93,2022
1446,RG Sharma (IND),14,381,72,31.75,0,,,,,,,,
1447,DV Varghese (BUL),14,25,17,5.00,0,7,1/7,45.00,0,5,0,-39.99,2022
1448,BP Adapaka (HUN),13,5,2,2.50,0,8,3/29,37.12,0,1,0,-34.62,2022
1449,Aaftab Alam Khan (MLT),13,161,71*,20.12,0,,,,,,,,
1450,J Albin (BUL),13,42,16*,10.50,0,3,1/19,82.33,0,2,0,-71.83,2022
1451,MM Ali (ENG),13,296,55*,42.28,0,7,2/26,29.57,0,1,0,12.71,2022
1452,Amjad Mahboob (SGP),13,32,16,8.00,0,13,3/54,29.84,0,2,0,-21.84,2022
1453,U Aryaman Sunil (SGP),13,123,36*,13.66,0,11,3/33,33.54,0,3,0,-19.87,2022
1454,Asad Ali Rehemtulla (BUL),13,37,16,7.40,0,15,4/24,23.80,0,3,0,-16.39,2022
1455,Avesh Khan (IND),13,10,8,10.00,0,11,4/18,32.45,0,7,0,-22.45,2022
1456,Babar Azam (PAK),13,353,110*,32.09,1,,,,,,,,
1457,Basil George (MLT),13,383,93*,31.91,0,0,,,,,,,
1458,V Baskaran (SGP),13,20,7,2.85,0,16,3/39,21.25,0,2,0,-18.39,2022
1459,Bilal Muhammad (MLT),13,57,19,6.33,0,16,4/18,23.93,0,6,0,-17.60,2022
1460,RP Burl (ZIM),13,171,54,21.37,0,11,3/13,15.45,0,2,0,5.92,2022
1461,S Chandramohan (SGP),13,281,100,21.61,1,,,,,,,,
1462,Iftikhar Ahmed (PAK),13,204,32,22.66,0,2,1/16,48.50,0,6,0,-25.83,2022
1463,Janak Prakash (SGP),13,302,56,27.45,0,13,3/35,33.38,0,9,0,-5.93,2022
1464,HV Mandhyan (HUN),13,166,41,13.83,0,17,3/30,21.64,0,3,0,-7.81,2022
1465,Mohammad Nabi (AFG),13,130,43*,13.00,0,9,2/14,28.33,0,4,0,-15.33,2022
1466,Mohammad Nawaz (3) (PAK),13,124,42,12.40,0,13,3/5,23.30,0,5,0,-10.90,2022
1467,SA Mohandas (HUN),13,55,26*,27.50,0,13,3/26,26.07,0,3,0,1.42,2022
1468,Najibullah Zadran (AFG),13,300,57,30.00,0,,,,,,,,
1469,A Nathwani (Aut),13,10,7*,10.00,0,23,3/14,11.43,0,1,0,-1.43,2022
1470,Naveed Ahmed (CZK-R),13,16,7*,5.33,0,15,3/29,18.93,0,1,0,-13.59,2022
1471,Omar Rassol (BUL),13,279,99*,31.00,0,4,2/29,53.50,0,4,0,-22.49,2022
1472,Rashid Khan (AFG),13,88,31*,17.60,0,13,3/22,24.61,0,4,0,-7.01,2022
1473,Riazat Ali Shah (UGA),13,409,98*,51.12,0,4,2/24,58.50,0,3,0,-7.37,2022
1474,S Ssesazi (UGA),13,388,78,32.33,0,,,,,,,,
1475,K Waiswa (UGA),13,112,26,11.20,0,8,4/14,21.37,0,5,0,-10.17,2022
1476,MR Adair (IRE),12,122,37*,20.33,0,13,3/16,29.23,0,4,0,-8.89,2022
1477,B Arora (MLT),12,213,60,17.75,0,7,1/12,40.71,0,2,0,-22.96,2022
1478,Azmatullah Omarzai (AFG),12,63,15*,12.60,0,1,1/25,189.00,0,3,0,-176.39,2022
1479,A Balbirnie (IRE),12,228,60,19.00,0,,,,,,,,
1480,J Butler (GUE),12,192,32,17.45,0,,,,,,,,
1481,IDA Damarell (GUE),12,257,51,25.70,0,,,,,,,,
1482,GJ Delany (IRE),12,39,16,4.33,0,10,3/33,23.70,0,1,0,-19.36,2022
1483,GH Dockrell (IRE),12,250,58*,50.00,0,4,2/7,20.50,0,6,0,29.50,2022
1484,LB Ferbrache (GUE),12,118,28,16.85,0,,,,,,,,
1485,Haris Rauf (PAK),12,40,13*,8.00,0,16,3/29,21.37,0,1,0,-13.37,2022
1486,DR Hooper (GUE),12,44,14,22.00,0,9,3/21,36.22,0,3,0,-14.22,2022
1487,Iqbal Hossain (Aut),12,412,71,37.45,0,4,3/22,10.50,0,6,0,26.95,2022
1488,JB Little (IRE),12,14,7*,14.00,0,20,4/35,18.50,0,4,0,-4.49,2022
1489,DJ Malan (ENG),12,346,78*,31.45,0,,,,,,,,
1490,Mohammad Rizwan (PAK),12,597,88*,59.70,0,,,,,,,,
1491,TW Nightingale (GUE),12,187,46*,20.77,0,0,,,,,,,
1492,F Nsubuga (UGA),12,29,15,7.25,0,9,2/16,24.22,0,2,0,-16.97,2022
1493,HV Patel (IND),12,41,13,10.25,0,13,4/25,25.69,0,4,0,-15.44,2022
1494,WA Peatfield (GUE),12,23,12*,23.00,0,17,4/22,13.82,0,1,0,9.17,2022
1495,AR Puri (SGP),12,3,1*,1.50,0,12,3/26,25.08,0,2,0,-23.58,2022
1496,Rahmanullah Gurbaz (AFG),12,294,84,24.50,0,,,,,,,,
1497,Sazib Bhuiyan (CZK-R),12,96,51,13.71,0,12,3/24,22.08,0,3,0,-8.36,2022
1498,PR Stirling (IRE),12,235,40,19.58,0,,,,,,,,
1499,MWR Stokes (GUE),12,271,48,33.87,0,11,2/11,22.36,0,6,0,11.51,2022
1500,HT Tector (IRE),12,228,64*,25.33,0,,,,,,,,
1501,LJ Tucker (IRE),12,268,78,22.33,0,,,,,,,,
1502,F Achelam (UGA),11,7,6,1.75,0,,,,,,,,
1503,Ali Farasat (HUN),11,115,23,12.77,0,,,,,,,,
1504,Arshdeep Singh (IND),11,4,2*,-,,,,,,,,,
1505,TC Barker (LUX),11,154,36,14.00,0,,,,,,,,
1506,WAE Burton (SRB),11,203,83,20.30,0,4,3/25,10.25,0,5,1,10.05,2022
1507,WJ Cope (LUX),11,94,37,13.42,0,10,3/39,20.70,0,3,0,-7.27,2022
1508,SM Curran (ENG),11,45,17,9.00,0,7,2/23,45.57,0,6,0,-36.57,2022
1509,LA Dunbar (SRB),11,386,117,48.25,1,,,,,,,,
1510,Fazalhaq Farooqi (AFG),11,,,,,,,,,,,,
1511,R Gaznavi (SGP),11,121,30,12.10,0,,,,,,,,
1512,SKS Gill (LUX),11,208,47,23.11,0,6,2/14,31.16,0,2,0,-8.05,2022
1513,Hazratullah Zazai (AFG),11,233,45,23.30,0,,,,,,,,
1514,Ijaz Hussain (ROM),11,79,24*,11.28,0,14,4/28,14.71,0,3,0,-3.42,2022
1515,NR Johns-Wickberg (SRB),11,33,15,11.00,0,11,3/6,24.36,0,2,0,-13.36,2022
1516,Khaibar Deldar (HUN),11,147,40,13.36,0,3,1/17,30.66,0,5,0,-17.30,2022
1517,Khushdil Shah (PAK),11,121,35*,17.28,0,,,,,,,,
1518,J Mees (LUX),11,186,25,18.60,0,,,,,,,,
1519,A Mene-Ejegi (SRB),11,106,32*,13.25,0,11,4/30,23.72,0,5,0,-10.47,2022
1520,R Powell (WI),11,207,61*,25.87,0,0,,,,,,,
1521,V Saini (ROM),11,264,60*,37.71,0,7,2/4,28.57,0,7,0,9.14,2022
1522,R Satheesan (ROM),11,313,86*,31.30,0,5,3/37,22.40,0,3,0,8.90,2022
1523,Shahil Momin (Aut),11,171,48*,28.50,0,19,4/19,12.52,0,7,0,15.97,2022
1524,M Shumba (ZIM),11,110,29*,15.71,0,3,3/16,18.00,0,8,0,-2.28,2022
1525,Taranjeet Singh (ROM),11,428,110,42.80,1,17,4/17,13.76,0,6,0,29.03,2022
1526,VP Thamotharam (MLT),11,274,57,30.44,0,13,3/22,14.07,0,3,0,16.36,2022
1527,V Zimonjic (SRB),11,43,27*,14.33,0,10,3/26,25.30,0,1,0,-10.96,2022
1528,Abhijeet Ahuja (HUN),10,203,75,20.30,0,,,,,,,,
1529,Afif Hossain (BAN),10,309,77*,44.14,0,1,1/10,28.00,0,2,0,16.14,2022
1530,Ainool Hafizs (MAS),10,14,9,7.00,0,,,,,,,,
1531,Aizaz Khan (HKG),10,65,20,8.12,0,12,3/22,20.50,0,3,0,-12.37,2022
1532,Aman Desai (SGP),10,123,30,12.30,0,,,,,,,,
1533,Amar Sharma (MLT),10,62,34*,31.00,0,10,3/24,25.30,0,0,0,5.70,2022
1534,Amjad Sher (FIN),10,91,22*,11.37,0,8,2/22,33.62,0,3,0,-22.24,2022
1535,S Ashwathnarayana (HUN),10,156,52,22.28,0,,,,,,,,
1536,Asif Ali (PAK),10,75,16,9.37,0,,,,,,,,
1537,Babar Hayat (HKG),10,258,86,32.25,0,,,,,,,,
1538,LT Bichard (GUE),10,2,2*,-,,,,,,,,,
1539,HC Brook (ENG),10,293,81*,48.83,0,,,,,,,,
1540,L Bruce (GIBR),10,209,99*,23.22,0,5,2/34,53.00,0,4,0,-29.77,2022
1541,TL Chatara (ZIM),10,11,6*,-,,,,,,,,,
1542,NG Collins (FIN),10,280,79,28.00,0,,,,,,,,
1543,A Dizija (SRB),10,303,92,30.30,0,0,,,,,,,
1544,Ehsan Khan (HKG),10,10,6*,2.50,0,20,4/24,11.95,0,3,0,-9.44,2022
1545,PF Gallagher (FIN),10,107,34*,13.37,0,12,3/33,18.91,0,5,0,-5.54,2022
1546,M Gherasim (ROM),10,2,2,1.00,0,0,,,,,,,
1547,Ibrahim Zadran (AFG),10,287,64*,41.00,0,,,,,,,,
1548,Imran Ameer (MLT),10,128,31*,25.60,0,6,2/22,36.83,0,2,0,-11.23,2022
1549,SS Iyer (IND),10,220,64,24.44,0,0,,,,,,,
1550,Jaweed Sadran (Aut),10,43,18*,10.75,0,8,3/17,23.12,0,2,0,-12.37,2022
1551,M Kadyan (BUL),10,90,50,15.00,0,7,2/20,29.85,0,0,0,-14.85,2022
1552,I Katzarski (BUL),10,9,5,3.00,0,0,,,,,,,
1553,V Kohli (IND),10,364,122*,45.50,1,0,,,,,,,
1554,C Kyewuta (UGA),10,5,4*,-,,,,,,,,,
1555,OC McCoy (WI),10,25,23*,12.50,0,16,6/17,20.93,1,2,0,-8.43,2022
1556,KA Maharaj (SA),10,15,11,7.50,0,9,2/21,29.77,0,6,0,-22.27,2022
1557,J Marples (GIBR),10,11,5,5.50,0,,,,,,,,
1558,SS McKechnie (HKG),10,49,16*,9.80,0,,,,,,,,
1559,DJ Mitchell (NZ),10,265,51*,33.12,0,1,1/6,21.00,0,5,0,12.12,2022
1560,Mohammad Ghazanfar (HKG),10,5,3,2.50,0,11,3/22,21.45,0,0,0,-18.95,2022
1561,AK Mohan (FIN),10,138,61,13.80,0,,,,,,,,
1562,Muhamad Syahadat (MAS),10,119,40*,39.66,0,0,,,,,,,
1563,Mujeeb Ur Rahman (AFG),10,19,18,19.00,0,13,3/16,16.46,0,0,0,2.53,2022
1564,S Muniandy (MAS),10,98,40,32.66,0,4,3/21,13.25,0,4,0,19.41,2022
1565,JDS Neesham (NZ),10,191,33*,38.20,0,4,2/9,31.00,0,5,0,7.20,2022
1566,Nizakat Khan (HKG),10,267,81,26.70,0,,,,,,,,
1567,BA Pai (GIBR),10,406,86*,58.00,0,7,2/38,37.28,0,3,0,20.71,2022
1568,S Periyalwar (ROM),10,163,50,23.28,0,,,,,,,,
1569,N Pooran (WI),10,205,74*,25.62,0,,,,,,,,
1570,AU Rashid (ENG),10,6,3*,3.00,0,7,2/17,44.57,0,5,0,-41.57,2022
1571,MJ Santner (NZ),10,103,77*,51.50,0,12,3/15,20.83,0,5,0,30.66,2022
1572,KD Shah (HKG),10,167,37,23.85,0,2,1/11,48.00,0,4,0,-24.14,2022
1573,IS Sodhi (NZ),10,26,19,13.00,0,16,4/28,18.12,0,7,0,-5.12,2022
1574,Syed Aziz (MAS),10,172,56,28.66,0,5,2/21,20.20,0,5,0,8.46,2022
1575,MB Tambe (FIN),10,53,31*,13.25,0,13,3/21,19.00,0,4,0,-5.74,2022
1576,Virandeep Singh (MAS),10,234,72,33.42,0,14,3/4,7.71,0,4,0,25.71,2022
1577,AG Weligamage (HUN),10,74,45,14.80,0,5,3/45,40.60,0,4,0,-25.79,2022
1578,Yasim Murtaza (HKG),10,162,58,18.00,0,7,3/19,33.14,0,2,0,-15.14,2022
1579,Zahir Mohammed (HUN),10,183,78,18.30,0,0,,,,,,,
1580,Zeeshan Ali (HKG),10,134,42,22.33,0,,,,,,,,
1581,Zubaidi Zulkifle (MAS),10,252,96,28.00,0,,,,,,,,
1582,Abhishek Ahuja (HUN),9,165,61,18.33,0,,,,,,,,
1583,Ahmadullah Shinwari (NOR),9,13,7,3.25,0,9,2/9,16.88,0,4,0,-13.63,2022
1584,Ali Saleem (NOR),9,130,53*,18.57,0,,,,,,,,
1585,Awais Ahmed (ESP),9,107,42,11.88,0,,,,,,,,
1586,Azam Khalil (SWE),9,98,29,14.00,0,9,3/15,19.77,0,3,0,-5.77,2022
1587,J Barker (LUX),9,138,44,34.50,0,,,,,,,,
1588,J Bulele (MOZ),9,226,53,25.11,0,11,3/22,17.90,0,3,0,7.20,2022
1589,LA Burns (ESP),9,88,47,17.60,0,15,5/11,11.26,1,2,0,6.33,2022
1590,C Campher (IRE),9,96,29,16.00,0,3,2/13,40.33,0,5,0,-24.33,2022
1591,MPS Cheema (Aut),9,80,33,16.00,0,,,,,,,,
1592,FA Cossa (MOZ),9,141,68,28.20,0,11,2/7,14.81,0,4,0,13.38,2022
1593,F Damiao Couana (MOZ),9,165,53,27.50,0,10,3/8,16.90,0,5,0,10.60,2022
1594,Divyendra Singh (CZK-R),9,32,9,6.40,0,,,,,,,,
1595,D Doyle-Calle (ESP),9,204,50,22.66,0,,,,,,,,
1596,Gaurav Mishra (ROM),9,62,24,20.66,0,3,1/17,58.00,0,1,0,-37.33,2022
1597,HS Gericke (MLT),9,209,67,23.22,0,,,,,,,,
1598,M Gouws (GIBR),9,82,37,11.71,0,2,1/16,70.50,0,1,0,-58.78,2022
1599,MD Gunathilaka (SL),9,108,33,12.00,0,0,,,,,,,
1600,MJ Guptill (NZ),9,198,45,22.00,0,,,,,,,,
1601,Hamid Mahmood (SWE),9,189,69,31.50,0,6,3/10,16.16,0,3,0,15.33,2022
1602,Hamza Dar (ESP),9,84,39*,14.00,0,,,,,,,,
1603,PW Hasaranga (SL),9,103,36,17.16,0,14,4/33,18.78,0,4,0,-1.61,2022
1604,DJ Hooda (IND),9,272,104,45.33,1,1,1/3,8.00,0,9,0,37.33,2022
1605,JJ Huo (MOZ),9,126,28*,31.50,0,17,4/11,9.47,0,3,0,22.02,2022
1606,Ishan Kishan (IND),9,254,76,28.22,0,,,,,,,,
1607,L Karlsson (SWE),9,30,14,10.00,0,13,4/20,10.23,0,9,0,-0.23,2022
1608,C Karunaratne (SL),9,81,31,20.25,0,7,2/27,25.28,0,2,0,-5.03,2022
1609,A Kheterpal (HUN),9,143,42,28.60,0,2,1/19,129.50,0,2,0,-100.89,2022
1610,Khizar Hayat (MAS),9,37,15*,-,,,,,,,,,
1611,ML Kostic (SRB),9,37,15,6.16,0,3,1/23,50.33,0,1,0,-44.16,2022
1612,Manpreet Singh (SGP),9,185,59,23.12,0,0,,,,,,,
1613,KR Mayers (WI),9,187,73,23.37,0,0,,,,,,,
1614,BJ McCarthy (IRE),9,59,32,14.75,0,5,3/34,53.40,0,6,0,-38.64,2022
1615,BKG Mendis (SL),9,198,60,22.00,0,,,,,,,,
1616,DA Miller (SA),9,158,64*,39.50,0,,,,,,,,
1617,J Miyagi (UGA),9,42,26,10.50,0,14,3/7,13.50,0,2,0,-2.99,2022
